loggingTime;loggingSample;locationHeadingTimestamp_since1970;locationHeadingX;locationHeadingY;locationHeadingZ;locationTrueHeading;locationMagneticHeading;locationHeadingAccuracy
2022-05-16 09:52:08.535;200;1652687528.50426;-701.9080200195312;672.1824340820312;917.8663330078125;-1;97.74832153320312;26
2022-05-16 09:52:08.552;201;1652687528.50426;-701.9080200195312;672.1824340820312;917.8663330078125;-1;97.74832153320312;26
2022-05-16 09:52:08.634;202;1652687528.608568;-650.1295776367188;-666.7200317382812;828.70458984375;-1;97.74790191650391;26
2022-05-16 09:52:08.648;203;1652687528.608568;-650.1295776367188;-666.7200317382812;828.70458984375;-1;97.74790191650391;26
2022-05-16 09:52:08.735;204;1652687528.712982;-107.1753463745117;-228.1520690917969;-103.0303497314453;-1;97.74945068359375;26
2022-05-16 09:52:08.744;205;1652687528.712982;-107.1753463745117;-228.1520690917969;-103.0303497314453;-1;97.74945068359375;26
2022-05-16 09:52:08.834;206;1652687528.817207;-64.53425598144531;-58.33491897583008;-97.20780944824219;-1;97.75159454345703;26
2022-05-16 09:52:08.841;207;1652687528.817207;-64.53425598144531;-58.33491897583008;-97.20780944824219;-1;97.75159454345703;26
2022-05-16 09:52:08.899;208;1652687528.870208;-60.71865081787109;-65.19888305664062;-77.43675231933594;-1;97.75281524658203;26
2022-05-16 09:52:08.937;209;1652687528.921612;-49.00406646728516;-130.0765686035156;-64.89588928222656;-1;97.75397491455078;26
